Company Name,Status,User Email,conversion_probability
Gold Touch,Proposal Sent,Reply@Gold Touch.com,0.01
Supervalu,Qualified,Reply@Supervalu.com,0.01
SKC,Reengaged,Reply@SKC.com,0.01
SEB,On-hold,Reply@SEB.com,0.01
S40,Proposal Sent,Reply@S40.com,0.01
Ryman Healthcare,Qualified,Reply@Ryman Healthcare.com,0.01
Russel Stover,Proposal Sent,Reply@Russel Stover.com,0.01
Rummo,On-hold,Reply@Rummo.com,0.01
Reynolds Stockbrokers,Proposal Sent,Reply@Reynolds Stockbrokers.com,0.01
Revlon,Negotiation,Reply@Revlon.com,0.01
Netstarter,Closed-Lost,Reply@Netstarter.com,0.01
RE/MAX,Proposal Sent,Reply@RE/MAX.com,0.01
TWG Tea Company,Reengaged,Reply@TWG Tea Company.com,0.01
Future Bright,Proposal Sent,Reply@Future Bright.com,0.01
RL,Disqualified,Reply@RL.com,0.01
RHB Bank,Referral,Reply@RHB Bank.com,0.01
Wet,On-hold,Reply@Wet.com,0.01
Taco Bell,Contacted,Reply@Taco Bell.com,0.01
Xingu,Disqualified,Reply@Xingu.com,0.01
Radio Shack,In Progress,Reply@Radio Shack.com,0.01
RAZR,Cold,Reply@RAZR.com,0.01
R. M. Williams,On-hold,Reply@R. M. Williams.com,0.01
Quiksilver,New,Reply@Quiksilver.com,0.01
Quicksilver,Negotiation,Reply@Quicksilver.com,0.01
Quick Books,New,Reply@Quick Books.com,0.01
Quantic Dream,Reengaged,Reply@Quantic Dream.com,0.01
RWE,On-hold,Reply@RWE.com,0.01
TV5 Monde,Contacted,Reply@TV5 Monde.com,0.01
Reuters,New,Reply@Reuters.com,0.01
Rede Record,Referral,Reply@Rede Record.com,0.01
ResMed,Nurturing,Reply@ResMed.com,0.01
Gamma Realty,Negotiation,Reply@Gamma Realty.com,0.01
Manu Connection,Proposal Sent,Reply@Manu Connection.com,0.01
Remington,Disqualified,Reply@Remington.com,0.01
Maxaprofit,Reengaged,Reply@Maxaprofit.com,0.01
Reef,Referral,Reply@Reef.com,0.01
Reddi-wip,New,Reply@Reddi-wip.com,0.01
Randstad,Proposal Sent,Reply@Randstad.com,0.01
Red Lobster,On-hold,Reply@Red Lobster.com,0.01
Matrix Interior Design,Disqualified,Reply@Matrix Interior Design.com,0.01
TELUS,Warm ,Reply@TELUS.com,0.01
Rebel,Nurturing,Reply@Rebel.com,0.01
Raymonds,Warm ,Reply@Raymonds.com,0.01
Maxiserve,Disqualified,Reply@Maxiserve.com,0.01
Subaru,In Progress,Reply@Subaru.com,0.01
SuJon Berries,Closed-Lost,Reply@SuJon Berries.com,0.01
Samboy,Closed-Lost,Reply@Samboy.com,0.01
Spinbrush,Closed-Lost,Reply@Spinbrush.com,0.01
Woodside Petroleum,Cold,Reply@Woodside Petroleum.com,0.01
Asian Plan,Contacted,Reply@Asian Plan.com,0.01
Wing Hang Bank,On-hold,Reply@Wing Hang Bank.com,0.01
Landskip Yard Care,Disqualified,Reply@Landskip Yard Care.com,0.01
Sierra,On-hold,Reply@Sierra.com,0.01
Woolworth,Reengaged,Reply@Woolworth.com,0.01
Winchester,New,Reply@Winchester.com,0.01
SingTel,Referral,Reply@SingTel.com,0.01
Splice,Contacted,Reply@Splice.com,0.01
Shop Rite,Referral,Reply@Shop Rite.com,0.01
Ideal Garden Management,Closed-Lost,Reply@Ideal Garden Management.com,0.01
Springland International,Reengaged,Reply@Springland International.com,0.01
Lawnscape Garden Maintenance,Cold,Reply@Lawnscape Garden Maintenance.com,0.01
WorleyParsons,Warm ,Reply@WorleyParsons.com,0.01
Avant Garde Interior Designs,Reengaged,Reply@Avant Garde Interior Designs.com,0.01
Sino Gold,Referral,Reply@Sino Gold.com,0.01
San Benedetto,On-hold,Reply@San Benedetto.com,0.01
Slim Jim,Disqualified,Reply@Slim Jim.com,0.01
Snuggle,Closed-Lost,Reply@Snuggle.com,0.01
Soft Batch,Referral,Reply@Soft Batch.com,0.01
Soft Scrub,In Progress,Reply@Soft Scrub.com,0.01
Sonata,In Progress,Reply@Sonata.com,0.01
Slim-Fast,Disqualified,Reply@Slim-Fast.com,0.01
Sonera,On-hold,Reply@Sonera.com,0.01
Sony,Closed-Lost,Reply@Sony.com,0.01
Southwest Airlines,On-hold,Reply@Southwest Airlines.com,0.01
Integra Investment Service,Warm ,Reply@Integra Investment Service.com,0.01
Skycity Entertainment Group,Contacted,Reply@Skycity Entertainment Group.com,0.01
Soprole,Qualified,Reply@Soprole.com,0.01
Integra Wealth,Contacted,Reply@Integra Wealth.com,0.01
Skippy,Referral,Reply@Skippy.com,0.01
Southern Cross,In Progress,Reply@Southern Cross.com,0.01
Wrigley's,Warm ,Reply@Wrigley's.com,0.01
Squirt,On-hold,Reply@Squirt.com,0.01
Seven,Disqualified,Reply@Seven.com,0.01
Sass & bide,On-hold,Reply@Sass & bide.com,0.01
Locost Accessories,Negotiation,Reply@Locost Accessories.com,0.01
Schwarzkopf,On-hold,Reply@Schwarzkopf.com,0.01
Schwan's,Cold,Reply@Schwan's.com,0.01
Steeden,New,Reply@Steeden.com,0.01
Steel Reserve,Nurturing,Reply@Steel Reserve.com,0.01
Sausage Software,Closed-Lost,Reply@Sausage Software.com,0.01
Saracakis,Qualified,Reply@Saracakis.com,0.01
Back To Basics Chiropractic Clinic,Referral,Reply@Back To Basics Chiropractic Clinic.com,0.01
Sara Lee,On-hold,Reply@Sara Lee.com,0.01
Sanyo,Contacted,Reply@Sanyo.com,0.01
Stouffer's,Contacted,Reply@Stouffer's.com,0.01
Santal,Nurturing,Reply@Santal.com,0.01
Grass Roots Yard Services,Reengaged,Reply@Grass Roots Yard Services.com,0.01
Macroserve,Nurturing,Reply@Macroserve.com,0.01
Science Diet,Nurturing,Reply@Science Diet.com,0.01
X-Files,Qualified,Reply@X-Files.com,0.01
Helios Air,Reengaged,Reply@Helios Air.com,0.01
Scotch,New,Reply@Scotch.com,0.01
Life's Gold,Closed-Lost,Reply@Life's Gold.com,0.01
Scrubbing Bubbles,Warm ,Reply@Scrubbing Bubbles.com,0.01
StarHub,Proposal Sent,Reply@StarHub.com,0.01
Sean John,Warm ,Reply@Sean John.com,0.01
Sebring,Qualified,Reply@Sebring.com,0.01
Secret,Contacted,Reply@Secret.com,0.01
Sedona,On-hold,Reply@Sedona.com,0.01
Whittaker's,Contacted,Reply@Whittaker's.com,0.01
Wu Liang Ye,Warm ,Reply@Wu Liang Ye.com,0.01
Sensodyne,Cold,Reply@Sensodyne.com,0.01
Seoul Milk,Contacted,Reply@Seoul Milk.com,0.01
Septwolves,Referral,Reply@Septwolves.com,0.01
Seratec Pty Ltd,Closed-Lost,Reply@Seratec Pty Ltd.com,0.01
Taj Mahal Tea,In Progress,Reply@Taj Mahal Tea.com,0.01
Qualcomm,Referral,Reply@Qualcomm.com,0.01
Xterra,Referral,Reply@Xterra.com,0.01
To Vima,Proposal Sent,Reply@To Vima.com,0.01
Tiny Teddy,Cold,Reply@Tiny Teddy.com,0.01
Ottogi,Contacted,Reply@Ottogi.com,0.01
Walgreens,Proposal Sent,Reply@Walgreens.com,0.01
OshKosh B'Gosh,Cold,Reply@OshKosh B'Gosh.com,0.01
Orville Redenbacher's,In Progress,Reply@Orville Redenbacher's.com,0.01
Orkin,New,Reply@Orkin.com,0.01
Oreo,Warm ,Reply@Oreo.com,0.01
Our Clients,New,Reply@Our Clients.com,0.01
Environ Architectural Design,Referral,Reply@Environ Architectural Design.com,0.01
Newhair,Warm ,Reply@Newhair.com,0.01
Opel,Qualified,Reply@Opel.com,0.01
Tom Tailor,Contacted,Reply@Tom Tailor.com,0.01
Omni Architectural Designs,Warm ,Reply@Omni Architectural Designs.com,0.01
OmniPro,Disqualified,Reply@OmniPro.com,0.01
Timex,New,Reply@Timex.com,0.01
Outback,Negotiation,Reply@Outback.com,0.01
Thermos,Disqualified,Reply@Thermos.com,0.01
Pac-Man,Nurturing,Reply@Pac-Man.com,0.01
Thomson,Reengaged,Reply@Thomson.com,0.01
PanAm Airlines,New,Reply@PanAm Airlines.com,0.01
ThyssenKrupp,Referral,Reply@ThyssenKrupp.com,0.01
Pacsafe,Reengaged,Reply@Pacsafe.com,0.01
Pacifico,In Progress,Reply@Pacifico.com,0.01
Netcom Business Services,Referral,Reply@Netcom Business Services.com,0.01
Tide,Reengaged,Reply@Tide.com,0.01
Outback Steakhouse,In Progress,Reply@Outback Steakhouse.com,0.01
Tim Tam,On-hold,Reply@Tim Tam.com,0.01
PCCW,Proposal Sent,Reply@PCCW.com,0.01
Ozinode Technologies Pte Ltd,Nurturing,Reply@Ozinode Technologies Pte Ltd.com,0.01
Network Air,Closed-Lost,Reply@Network Air.com,0.01
Outlook,In Progress,Reply@Outlook.com,0.01
Outblaze,Reengaged,Reply@Outblaze.com,0.01
Olympus,Negotiation,Reply@Olympus.com,0.01
Old Vienna,New,Reply@Old Vienna.com,0.01
TomTom,Nurturing,Reply@TomTom.com,0.01
Nina Ricci,On-hold,Reply@Nina Ricci.com,0.01
Norte Supermercados,Contacted,Reply@Norte Supermercados.com,0.01
Trans Canada,Closed-Lost,Reply@Trans Canada.com,0.01
Nordica,Nurturing,Reply@Nordica.com,0.01
Nordea,In Progress,Reply@Nordea.com,0.01
Nobby's,Contacted,Reply@Nobby's.com,0.01
Nivea,Warm ,Reply@Nivea.com,0.01
Trapper Keeper,Reengaged,Reply@Trapper Keeper.com,0.01
Old Spice,In Progress,Reply@Old Spice.com,0.01
WalMart,Qualified,Reply@WalMart.com,0.01
TraveLodge,Reengaged,Reply@TraveLodge.com,0.01
Nexen,Nurturing,Reply@Nexen.com,0.01
Newsweek,Qualified,Reply@Newsweek.com,0.01
Newsletter,Warm ,Reply@Newsletter.com,0.01
Trident,Reengaged,Reply@Trident.com,0.01
Nortel Networks,Warm ,Reply@Nortel Networks.com,0.01
Zenon S.A.,Closed-Lost,Reply@Zenon S.A..com,0.01
Norton AntiVirus,Cold,Reply@Norton AntiVirus.com,0.01
Noxzema,Reengaged,Reply@Noxzema.com,0.01
Nu Skin,Qualified,Reply@Nu Skin.com,0.01
Toy Kingdom,In Progress,Reply@Toy Kingdom.com,0.01
Total Peripherals Group,Referral,Reply@Total Peripherals Group.com,0.01
Ocean Park,Cold,Reply@Ocean Park.com,0.01
Omni Source,Disqualified,Reply@Omni Source.com,0.01
Odyssey,In Progress,Reply@Odyssey.com,0.01
Oettinger,Proposal Sent,Reply@Oettinger.com,0.01
Officeworks,On-hold,Reply@Officeworks.com,0.01
Tostitos,Reengaged,Reply@Tostitos.com,0.01
Ejecta,Nurturing,Reply@Ejecta.com,0.01
Tooheys New,Disqualified,Reply@Tooheys New.com,0.01
Tooheys Brewery,Warm ,Reply@Tooheys Brewery.com,0.01
Enrich Garden Services,Negotiation,Reply@Enrich Garden Services.com,0.01
Pantene,Reengaged,Reply@Pantene.com,0.01
Park Avenue,On-hold,Reply@Park Avenue.com,0.01
Westnet,On-hold,Reply@Westnet.com,0.01
Polly Pocket,Warm ,Reply@Polly Pocket.com,0.01
Porsche,Referral,Reply@Porsche.com,0.01
Formula Grey,Closed-Lost,Reply@Formula Grey.com,0.01
Pop Rocks,Negotiation,Reply@Pop Rocks.com,0.01
Belle Lady,Proposal Sent,Reply@Belle Lady.com,0.01
Mikrotechnic,Negotiation,Reply@Mikrotechnic.com,0.01
Pompui,Referral,Reply@Pompui.com,0.01
Polaroid,Qualified,Reply@Polaroid.com,0.01
Fragrant Flower Lawn Services,Closed-Lost,Reply@Fragrant Flower Lawn Services.com,0.01
Wendy's,Contacted,Reply@Wendy's.com,0.01
Plymouth,On-hold,Reply@Plymouth.com,0.01
Plus,New,Reply@Plus.com,0.01
Yamaha,Contacted,Reply@Yamaha.com,0.01
Wells Fargo,Cold,Reply@Wells Fargo.com,0.01
Teflon,In Progress,Reply@Teflon.com,0.01
Pound Puppies,Nurturing,Reply@Pound Puppies.com,0.01
Preparation H,Proposal Sent,Reply@Preparation H.com,0.01
Netobill,Warm ,Reply@Netobill.com,0.01
Westinghouse,Proposal Sent,Reply@Westinghouse.com,0.01
QX56,Qualified,Reply@QX56.com,0.01
Take5,Disqualified,Reply@Take5.com,0.01
QMI Solutions Limited,New,Reply@QMI Solutions Limited.com,0.01
Megatronic,Referral,Reply@Megatronic.com,0.01
Purex,Referral,Reply@Purex.com,0.01
Megatronic Plus,Nurturing,Reply@Megatronic Plus.com,0.01
Tangy Fruits,Qualified,Reply@Tangy Fruits.com,0.01
Target Market Focused,Warm ,Reply@Target Market Focused.com,0.01
Westin Hotels,Nurturing,Reply@Westin Hotels.com,0.01
Fresh Start,Nurturing,Reply@Fresh Start.com,0.01
YPFB SA,Closed-Lost,Reply@YPFB SA.com,0.01
Procter & Gamble,Cold,Reply@Procter & Gamble.com,0.01
Primelife,Reengaged,Reply@Primelife.com,0.01
Target,Contacted,Reply@Target.com,0.01
Mission You,Proposal Sent,Reply@Mission You.com,0.01
Placemarkers,Referral,Reply@Placemarkers.com,0.01
WellPoint,Reengaged,Reply@WellPoint.com,0.01
WebJect Linhas AÃ©read,New,Reply@WebJect Linhas AÃ©read.com,0.01
First Rate Choice,Nurturing,Reply@First Rate Choice.com,0.01
Pepperidge Farm,Disqualified,Reply@Pepperidge Farm.com,0.01
Pep Boys,In Progress,Reply@Pep Boys.com,0.01
Tesco,Closed-Lost,Reply@Tesco.com,0.01
People Telecom,Closed-Lost,Reply@People Telecom.com,0.01
Thai Express,Negotiation,Reply@Thai Express.com,0.01
Payless Shoe Source,Nurturing,Reply@Payless Shoe Source.com,0.01
Pixar,Proposal Sent,Reply@Pixar.com,0.01
PayDay,Disqualified,Reply@PayDay.com,0.01
Wattyl,Cold,Reply@Wattyl.com,0.01
First Choice Garden Maintenance,Negotiation,Reply@First Choice Garden Maintenance.com,0.01
Yoigo,Disqualified,Reply@Yoigo.com,0.01
Multicerv,New,Reply@Multicerv.com,0.01
Yousee,Warm ,Reply@Yousee.com,0.01
Pepsodent,On-hold,Reply@Pepsodent.com,0.01
Weed Eater,Nurturing,Reply@Weed Eater.com,0.01
PetMed Express,In Progress,Reply@PetMed Express.com,0.01
Petrobras,Closed-Lost,Reply@Petrobras.com,0.01
Monk Home Improvements,Warm ,Reply@Monk Home Improvements.com,0.01
Yellow Pages,On-hold,Reply@Yellow Pages.com,0.01
Philadelphia Cream Cheese,New,Reply@Philadelphia Cream Cheese.com,0.01
Philips,In Progress,Reply@Philips.com,0.01
Afforda Merchant Services,Proposal Sent,Reply@Afforda Merchant Services.com,0.01
Pillsbury,Warm ,Reply@Pillsbury.com,0.01
Pilot,Closed-Lost,Reply@Pilot.com,0.01
Telecom Argentina STET,On-hold,Reply@Telecom Argentina STET.com,0.01
Pine O Cleen,Disqualified,Reply@Pine O Cleen.com,0.01
Pine-Sol,On-hold,Reply@Pine-Sol.com,0.01
Pineapple Lumps,Referral,Reply@Pineapple Lumps.com,0.01
Pioneer,In Progress,Reply@Pioneer.com,0.01
Pitsos,Referral,Reply@Pitsos.com,0.01
Pepcid,Warm ,Reply@Pepcid.com,0.01
A+ Electronics,Closed-Lost,Reply@A+ Electronics.com,0.01
Mandarina Duck,On-hold,Reply@Mandarina Duck.com,0.01
Amoy Food,On-hold,Reply@Amoy Food.com,0.01
FedEx,Qualified,Reply@FedEx.com,0.01
American Airlines,Disqualified,Reply@American Airlines.com,0.01
Farmers,Proposal Sent,Reply@Farmers.com,0.01
Aon Corporation,New,Reply@Aon Corporation.com,0.01
Famous Amos,Disqualified,Reply@Famous Amos.com,0.01
Falcon Bridge,Cold,Reply@Falcon Bridge.com,0.01
FedEx,Nurturing,Reply@FedEx.com,0.01
F. Whitlock & Sons Ltd,Reengaged,Reply@F. Whitlock & Sons Ltd.com,0.01
FibreTech Innovations,Cold,Reply@FibreTech Innovations.com,0.01
ExxonMobil,Referral,Reply@ExxonMobil.com,0.01
Exxon Mobil,Warm ,Reply@Exxon Mobil.com,0.01
Extra,Negotiation,Reply@Extra.com,0.01
Expeditors International,On-hold,Reply@Expeditors International.com,0.01
Express Virtual Meetings,Referral,Reply@Express Virtual Meetings.com,0.01
Antarctica,Qualified,Reply@Antarctica.com,0.01
Antares,Qualified,Reply@Antares.com,0.01
Fender Musical Instruments Corporation,Nurturing,Reply@Fender Musical Instruments Corporation.com,0.01
Altronics Australia,In Progress,Reply@Altronics Australia.com,0.01
Werner Enterprises,Nurturing,Reply@Werner Enterprises.com,0.01
Alpine Bau,Proposal Sent,Reply@Alpine Bau.com,0.01
Alexander Keith's Brewery,Reengaged,Reply@Alexander Keith's Brewery.com,0.01
Amphenol Corporation,Reengaged,Reply@Amphenol Corporation.com,0.01
American Airlines,Qualified,Reply@American Airlines.com,0.01
Allianz,New,Reply@Allianz.com,0.01
Allphones,Closed-Lost,Reply@Allphones.com,0.01
Fortis,Reengaged,Reply@Fortis.com,0.01
Folli Follie,Referral,Reply@Folli Follie.com,0.01
Analog Devices,In Progress,Reply@Analog Devices.com,0.01
A+ Investments,Proposal Sent,Reply@A+ Investments.com,0.01
Florigene,Proposal Sent,Reply@Florigene.com,0.01
AnaSpec,Qualified,Reply@AnaSpec.com,0.01
Fletcher Jones,Warm ,Reply@Fletcher Jones.com,0.01
Five,Proposal Sent,Reply@Five.com,0.01
Altria,Reengaged,Reply@Altria.com,0.01
Antec,Qualified,Reply@Antec.com,0.01
First Data,Qualified,Reply@First Data.com,0.01
Anthropologie,Disqualified,Reply@Anthropologie.com,0.01
Applied Biosystems,Disqualified,Reply@Applied Biosystems.com,0.01
Exelon Corporation,Contacted,Reply@Exelon Corporation.com,0.01
Eastman Kodak,Disqualified,Reply@Eastman Kodak.com,0.01
Australian Agricultural Company,Closed-Lost,Reply@Australian Agricultural Company.com,0.01
Elvo,Cold,Reply@Elvo.com,0.01
Australian Healthcare Technology Limited,Warm ,Reply@Australian Healthcare Technology Limited.com,0.01
Australian Submarine Corporation,Referral,Reply@Australian Submarine Corporation.com,0.01
Elfin Cars,Contacted,Reply@Elfin Cars.com,0.01
El Mercio SAP,Reengaged,Reply@El Mercio SAP.com,0.01
Avalanche,New,Reply@Avalanche.com,0.01
Ecco,Proposal Sent,Reply@Ecco.com,0.01
Etos,Warm ,Reply@Etos.com,0.01
Avexa Limited,Qualified,Reply@Avexa Limited.com,0.01
Eagle Boys,New,Reply@Eagle Boys.com,0.01
EHarmony.com,On-hold,Reply@EHarmony.com.com,0.01
EFTel,Nurturing,Reply@EFTel.com,0.01
DynCorp International,New,Reply@DynCorp International.com,0.01
AvibrÃ¡s,Contacted,Reply@AvibrÃ¡s.com,0.01
E.ON,Cold,Reply@E.ON.com,0.01
Australia Asia Airlines,Cold,Reply@Australia Asia Airlines.com,0.01
EMC Corporation,Nurturing,Reply@EMC Corporation.com,0.01
Austal Ships,Referral,Reply@Austal Ships.com,0.01
Empire State Building,Negotiation,Reply@Empire State Building.com,0.01
Etienne Aigner,Contacted,Reply@Etienne Aigner.com,0.01
Ethical Ocean,Proposal Sent,Reply@Ethical Ocean.com,0.01
Ariel,New,Reply@Ariel.com,0.01
Eskimo Pie,Qualified,Reply@Eskimo Pie.com,0.01
Arirang,Referral,Reply@Arirang.com,0.01
Esselte,Proposal Sent,Reply@Esselte.com,0.01
Ericsson,Disqualified,Reply@Ericsson.com,0.01
Art Institute International,In Progress,Reply@Art Institute International.com,0.01
Arun,In Progress,Reply@Arun.com,0.01
Enterprise Rent-A-Car,Cold,Reply@Enterprise Rent-A-Car.com,0.01
Ensure,In Progress,Reply@Ensure.com,0.01
Archer Daniels Midland,New,Reply@Archer Daniels Midland.com,0.01
Enterasys Networks,Referral,Reply@Enterasys Networks.com,0.01
Aspirin,Contacted,Reply@Aspirin.com,0.01
Auchan,In Progress,Reply@Auchan.com,0.01
FreeCreditReport.com,Reengaged,Reply@FreeCreditReport.com.com,0.01
Freeserve,New,Reply@Freeserve.com,0.01
Freestyle,On-hold,Reply@Freestyle.com,0.01
85°C,Nurturing,Reply@85°C.com,0.01
Hard Rock CafÃ©,On-hold,Reply@Hard Rock CafÃ©.com,0.01
Hilton Hotels Corporation,Closed-Lost,Reply@Hilton Hotels Corporation.com,0.01
Alienware,Closed-Lost,Reply@Alienware.com,0.01
Hi-Point Firearms,Qualified,Reply@Hi-Point Firearms.com,0.01
Allegheny Energy,Contacted,Reply@Allegheny Energy.com,0.01
501,Warm ,Reply@501.com,0.01
Halliburton,Closed-Lost,Reply@Halliburton.com,0.01
H&M,Qualified,Reply@H&M.com,0.01
Aloha Airlines,Closed-Lost,Reply@Aloha Airlines.com,0.01
9-3,Reengaged,Reply@45538.com,0.01
A&E,Referral,Reply@A&E.com,0.01
Gruppo Generali,Warm ,Reply@Gruppo Generali.com,0.01
ABC Learning,On-hold,Reply@ABC Learning.com,0.01
Alliant Energy,New,Reply@Alliant Energy.com,0.01
ADInstruments,Cold,Reply@ADInstruments.com,0.01
Grupo Folha,Reengaged,Reply@Grupo Folha.com,0.01
Harp,Disqualified,Reply@Harp.com,0.01
Zoom Technologies,Contacted,Reply@Zoom Technologies.com,0.01
Albertsons LLC,Closed-Lost,Reply@Albertsons LLC.com,0.01
Harvey Norman Holdings Ltd.,New,Reply@Harvey Norman Holdings Ltd..com,0.01
Aflac,Disqualified,Reply@Aflac.com,0.01
Hills Hoist,Proposal Sent,Reply@Hills Hoist.com,0.01
Wizards of the Coast,Proposal Sent,Reply@Wizards of the Coast.com,0.01
Whole Foods Market,Negotiation,Reply@Whole Foods Market.com,0.01
Hornbeck Offshore Services,Proposal Sent,Reply@Hornbeck Offshore Services.com,0.01
World Financial Group,Reengaged,Reply@World Financial Group.com,0.01
Honeywell,Nurturing,Reply@Honeywell.com,0.01
XPAC,Proposal Sent,Reply@XPAC.com,0.01
Herbal Essences,Referral,Reply@Herbal Essences.com,0.01
YASH Technologies,Nurturing,Reply@YASH Technologies.com,0.01
Helzberg Diamond,Contacted,Reply@Helzberg Diamond.com,0.01
YRC Worldwide Inc.,Warm ,Reply@YRC Worldwide Inc..com,0.01
Heijamns,Closed-Lost,Reply@Heijamns.com,0.01
Albemarle Corporation,In Progress,Reply@Albemarle Corporation.com,0.01
Havainas,Disqualified,Reply@Havainas.com,0.01
Greyhound,Nurturing,Reply@Greyhound.com,0.01
Goodman Fielder,Closed-Lost,Reply@Goodman Fielder.com,0.01
"Fred Meyer, Inc.",Contacted,"Reply@Fred Meyer, Inc..com",0.01
Aeropostale,Qualified,Reply@Aeropostale.com,0.01
GTO,Closed-Lost,Reply@GTO.com,0.01
GT,Proposal Sent,Reply@GT.com,0.01
American Reprographics Company,In Progress,Reply@American Reprographics Company.com,0.01
Federal Home Loan Mortgage Corporation,Qualified,Reply@Federal Home Loan Mortgage Corporation.com,0.01
Fuzion,Referral,Reply@Fuzion.com,0.01
Aerolineas Argentinas,Warm ,Reply@Aerolineas Argentinas.com,0.01
Aeroplane Jelly,Contacted,Reply@Aeroplane Jelly.com,0.01
Funyuns,Referral,Reply@Funyuns.com,0.01
GHD Inc.,In Progress,Reply@GHD Inc..com,0.01
After Thoughts,Qualified,Reply@After Thoughts.com,0.01
Canadian Natural Resources,Closed-Lost,Reply@Canadian Natural Resources.com,0.01
Frontier Airlines,Proposal Sent,Reply@Frontier Airlines.com,0.01
Froot Loops,In Progress,Reply@Froot Loops.com,0.01
Friskies,Proposal Sent,Reply@Friskies.com,0.01
Air New Zealand,Disqualified,Reply@Air New Zealand.com,0.01
Fridgidaire,Reengaged,Reply@Fridgidaire.com,0.01
GWA International Limited,Closed-Lost,Reply@GWA International Limited.com,0.01
Acer,Negotiation,Reply@Acer.com,0.01
Gallina Blanca,Cold,Reply@Gallina Blanca.com,0.01
Game Boy,Nurturing,Reply@Game Boy.com,0.01
Gold Medal,Qualified,Reply@Gold Medal.com,0.01
Gold Flake,Referral,Reply@Gold Flake.com,0.01
AXA,Referral,Reply@AXA.com,0.01
Gibson Guitar Corporation,Proposal Sent,Reply@Gibson Guitar Corporation.com,0.01
Godiva,Disqualified,Reply@Godiva.com,0.01
Global TÃ¡xi AÃ©reo,Reengaged,Reply@Global TÃ¡xi AÃ©reo.com,0.01
Giorgio Armani,On-hold,Reply@Giorgio Armani.com,0.01
Gillette,Warm ,Reply@Gillette.com,0.01
Gianfranco Ferre,Closed-Lost,Reply@Gianfranco Ferre.com,0.01
Abreva,Disqualified,Reply@Abreva.com,0.01
Genting,Negotiation,Reply@Genting.com,0.01
Gemini Sound Products,Closed-Lost,Reply@Gemini Sound Products.com,0.01
Accu-Chek,Negotiation,Reply@Accu-Chek.com,0.01
Gardetto's,Nurturing,Reply@Gardetto's.com,0.01
Ace Hardware,Closed-Lost,Reply@Ace Hardware.com,0.01
Axis Bank,Cold,Reply@Axis Bank.com,0.01
Azercell,Warm ,Reply@Azercell.com,0.01
Azul Brazilian Airlines,Disqualified,Reply@Azul Brazilian Airlines.com,0.01
Bose Corporation,New,Reply@Bose Corporation.com,0.01
Clear Eyes,Contacted,Reply@Clear Eyes.com,0.01
Claytons,Reengaged,Reply@Claytons.com,0.01
Clarius Group,Negotiation,Reply@Clarius Group.com,0.01
BorgWarner,Proposal Sent,Reply@BorgWarner.com,0.01
Buffalo Wild Wings,Closed-Lost,Reply@Buffalo Wild Wings.com,0.01
ConocoPhillips,On-hold,Reply@ConocoPhillips.com,0.01
Citigroup,Nurturing,Reply@Citigroup.com,0.01
Comcast,In Progress,Reply@Comcast.com,0.01
ChloÃ©,Nurturing,Reply@ChloÃ©.com,0.01
Burberry,On-hold,Reply@Burberry.com,0.01
Boston Scientific,New,Reply@Boston Scientific.com,0.01
Cif,On-hold,Reply@Cif.com,0.01
Burt's Bees,Qualified,Reply@Burt's Bees.com,0.01
Busan Bank,Disqualified,Reply@Busan Bank.com,0.01
Chupa Chups,Disqualified,Reply@Chupa Chups.com,0.01
