Company,Days Since Last Feedback,Current Lead Status,Last Contact Date,Optimal Outreach Window,Recommended Action
Group Sense PDA,221,Cold,2024-03-07,2024-12-12,Proactive outreach needed
Grupo Folha,222,Reengaged,2024-02-19,2024-12-12,Proactive outreach needed
Grupo Schincariol,219,Referral,2024-04-20,2024-12-12,Proactive outreach needed
Gruppo Generali,218,Warm ,2024-02-24,2024-12-12,Proactive outreach needed
Guararapes,219,Closed-Won,2024-03-30,2024-12-12,Proactive outreach needed
Gucci,220,Qualified,2024-02-24,2024-12-12,Proactive outreach needed
Guerlain,218,Disqualified,2024-01-17,2024-12-12,Proactive outreach needed
Guess?,218,Referral,2024-01-06,2024-12-12,Proactive outreach needed
Gueuze,218,Warm ,2024-02-15,2024-12-12,Proactive outreach needed
Guinness,222,Referral,2024-02-20,2024-12-12,Proactive outreach needed
Gunns,218,Cold,2024-01-08,2024-12-12,Proactive outreach needed
Guylian,232,Nurturing,2024-03-15,2024-12-12,Proactive outreach needed
H&M,222,Qualified,2024-01-16,2024-12-12,Proactive outreach needed
H2,219,Nurturing,2024-01-03,2024-12-12,Proactive outreach needed
HBO,228,Proposal Sent,2024-04-11,2024-12-12,Proactive outreach needed
HDFC Bank,219,Closed-Won,2024-01-06,2024-12-12,Proactive outreach needed
HIH Insurance,218,Qualified,2024-01-04,2024-12-12,Proactive outreach needed
HKR International,220,On-hold,2024-03-13,2024-12-12,Proactive outreach needed
HSBC,221,Disqualified,2024-03-27,2024-12-12,Proactive outreach needed
HTC,220,Closed-Won,2024-01-24,2024-12-12,Proactive outreach needed
Haagen-Dazs,219,Contacted,2024-02-07,2024-12-12,Proactive outreach needed
Habib's,218,Nurturing,2024-01-04,2024-12-12,Proactive outreach needed
Hacky Sack,232,Qualified,2024-02-17,2024-12-12,Proactive outreach needed
Hahn Brewery,219,On-hold,2024-01-05,2024-12-12,Proactive outreach needed
Haier,219,Warm ,2024-04-09,2024-12-12,Proactive outreach needed
Haigh's chocolates,219,Closed-Lost,2024-01-13,2024-12-12,Proactive outreach needed
Hainan Airlines,240,Disqualified,2024-02-11,2024-12-12,Proactive outreach needed
Haldiram,224,Proposal Sent,2024-03-30,2024-12-12,Proactive outreach needed
Halifax,225,Qualified,2024-03-28,2024-12-12,Proactive outreach needed
Hallmark,227,Closed-Won,2024-04-06,2024-12-12,Proactive outreach needed
Halls,222,Closed-Won,2024-04-20,2024-12-12,Proactive outreach needed
Hamburger Helper,222,Closed-Lost,2024-01-04,2024-12-12,Proactive outreach needed
Hampton Inn,222,New,2024-03-25,2024-12-12,Proactive outreach needed
Hana Bank,221,Warm ,2024-03-01,2024-12-12,Proactive outreach needed
Hanes,218,Warm ,2024-04-15,2024-12-12,Proactive outreach needed
Hang Seng Bank,224,On-hold,2024-03-29,2024-12-12,Proactive outreach needed
Hanjin,220,Negotiation,2024-02-17,2024-12-12,Proactive outreach needed
Hankook,218,Proposal Sent,2024-03-18,2024-12-12,Proactive outreach needed
Hannah Montana,219,In Progress,2024-01-04,2024-12-12,Proactive outreach needed
Hansol,218,Contacted,2024-04-14,2024-12-12,Proactive outreach needed
Harcourts,221,Qualified,2024-02-19,2024-12-12,Proactive outreach needed
Hard Rock CafÃ©,219,On-hold,2024-01-21,2024-12-12,Proactive outreach needed
Hardee's,223,Reengaged,2024-03-02,2024-12-12,Proactive outreach needed
Haribo,224,In Progress,2024-02-28,2024-12-12,Proactive outreach needed
Harp,219,Disqualified,2024-01-05,2024-12-12,Proactive outreach needed
Harris Teeter,231,Closed-Won,2024-02-29,2024-12-12,Proactive outreach needed
Harry Potter,227,Nurturing,2024-04-01,2024-12-12,Proactive outreach needed
Harry Rosen,218,Qualified,2024-03-24,2024-12-12,Proactive outreach needed
Hartford,226,Contacted,2024-01-29,2024-12-12,Proactive outreach needed
Harvey Norman Holdings Ltd.,219,New,2024-04-18,2024-12-12,Proactive outreach needed
HasserÃ¶der,225,Nurturing,2024-03-31,2024-12-12,Proactive outreach needed
Havainas,221,Disqualified,2024-01-08,2024-12-12,Proactive outreach needed
Hawaiian Tropic,218,Contacted,2024-02-19,2024-12-12,Proactive outreach needed
Haywards,218,Negotiation,2024-01-18,2024-12-12,Proactive outreach needed
Head & Shoulders,225,Cold,2024-02-11,2024-12-12,Proactive outreach needed
Health2000,224,Closed-Lost,2024-04-02,2024-12-12,Proactive outreach needed
Healtheries,218,Disqualified,2024-04-27,2024-12-12,Proactive outreach needed
Healthscope,219,Contacted,2024-02-23,2024-12-12,Proactive outreach needed
Healthy Choice,218,Proposal Sent,2024-03-08,2024-12-12,Proactive outreach needed
Heath,221,Qualified,2024-04-11,2024-12-12,Proactive outreach needed
Hefty,218,Warm ,2024-01-02,2024-12-12,Proactive outreach needed
Heijamns,219,Closed-Lost,2024-04-03,2024-12-12,Proactive outreach needed
Heineken,219,Disqualified,2024-02-06,2024-12-12,Proactive outreach needed
Heinz,218,Disqualified,2024-03-21,2024-12-12,Proactive outreach needed
Helene Curtis,226,Qualified,2024-02-21,2024-12-12,Proactive outreach needed
Hell Pizza,218,Closed-Lost,2024-03-12,2024-12-12,Proactive outreach needed
Hellenic Petroleum,219,Cold,2024-01-20,2024-12-12,Proactive outreach needed
Hellman's,218,On-hold,2024-03-20,2024-12-12,Proactive outreach needed
Hello Kitty,218,Warm ,2024-02-20,2024-12-12,Proactive outreach needed
Helzberg Diamond,223,Contacted,2024-01-09,2024-12-12,Proactive outreach needed
Henkel,219,Contacted,2024-02-07,2024-12-12,Proactive outreach needed
Hennes,218,On-hold,2024-01-17,2024-12-12,Proactive outreach needed
Hennessy,218,Closed-Won,2024-02-03,2024-12-12,Proactive outreach needed
Henry Jones IXL,218,Warm ,2024-01-17,2024-12-12,Proactive outreach needed
Herbal Essences,218,Referral,2024-01-19,2024-12-12,Proactive outreach needed
Hercules,227,Proposal Sent,2024-02-10,2024-12-12,Proactive outreach needed
Hering,218,Cold,2024-01-31,2024-12-12,Proactive outreach needed
Hermes Paris,218,Warm ,2024-02-06,2024-12-12,Proactive outreach needed
HermÃ©s,221,Closed-Won,2024-01-28,2024-12-12,Proactive outreach needed
Hero Honda,218,Contacted,2024-01-26,2024-12-12,Proactive outreach needed
Herron,221,Proposal Sent,2024-03-16,2024-12-12,Proactive outreach needed
Hershey's,221,New,2024-02-14,2024-12-12,Proactive outreach needed
Hertz,221,Referral,2024-01-09,2024-12-12,Proactive outreach needed
Heungkuk,219,Disqualified,2024-04-11,2024-12-12,Proactive outreach needed
Hidden Valley,222,Closed-Won,2024-03-30,2024-12-12,Proactive outreach needed
High Valley,233,Cold,2024-01-25,2024-12-12,Proactive outreach needed
Highlander,224,New,2024-03-31,2024-12-12,Proactive outreach needed
Hills Hoist,232,Proposal Sent,2024-04-19,2024-12-12,Proactive outreach needed
Hillshire Farm,222,Qualified,2024-02-06,2024-12-12,Proactive outreach needed
Hilton,221,Reengaged,2024-03-11,2024-12-12,Proactive outreach needed
Himalaya,227,Disqualified,2024-02-17,2024-12-12,Proactive outreach needed
Hitachi,222,Closed-Won,2024-01-10,2024-12-12,Proactive outreach needed
Hitejinro,221,Qualified,2024-04-19,2024-12-12,Proactive outreach needed
Hobby Lobby,225,On-hold,2024-04-27,2024-12-12,Proactive outreach needed
Hoegaarden,220,Referral,2024-01-03,2024-12-12,Proactive outreach needed
Hofer,238,Referral,2024-01-05,2024-12-12,Proactive outreach needed
Holcim,221,Closed-Won,2024-02-15,2024-12-12,Proactive outreach needed
Holden,218,Qualified,2024-02-24,2024-12-12,Proactive outreach needed
Holiday Inn,218,Closed-Won,2024-03-05,2024-12-12,Proactive outreach needed
Hollister,218,Closed-Won,2024-01-10,2024-12-12,Proactive outreach needed
Holly Hobbie,219,Negotiation,2024-03-26,2024-12-12,Proactive outreach needed
Hollys Coffee,223,Contacted,2024-01-20,2024-12-12,Proactive outreach needed
Holsten,218,Reengaged,2024-03-25,2024-12-12,Proactive outreach needed
Home,220,Warm ,2024-02-13,2024-12-12,Proactive outreach needed
Home Shopping Network,223,Warm ,2024-01-20,2024-12-12,Proactive outreach needed
Homedics,228,On-hold,2024-04-17,2024-12-12,Proactive outreach needed
Honda,218,On-hold,2024-04-08,2024-12-12,Proactive outreach needed
Honey Bunches of Oat,218,Proposal Sent,2024-04-24,2024-12-12,Proactive outreach needed
Honeysuckle Development Corporation,221,In Progress,2024-02-29,2024-12-12,Proactive outreach needed
Hong Kong Airlines,224,Nurturing,2024-01-20,2024-12-12,Proactive outreach needed
Hong Kong Link,218,New,2024-04-04,2024-12-12,Proactive outreach needed
Hong Leong Bank,219,Reengaged,2024-01-18,2024-12-12,Proactive outreach needed
Hooters,233,Disqualified,2024-03-02,2024-12-12,Proactive outreach needed
Hoover,218,Referral,2024-02-24,2024-12-12,Proactive outreach needed
Hopewell Holdings,225,Negotiation,2024-03-04,2024-12-12,Proactive outreach needed
Hormel,219,In Progress,2024-04-24,2024-12-12,Proactive outreach needed
Hostess,221,Warm ,2024-02-06,2024-12-12,Proactive outreach needed
Hot Wheels,221,On-hold,2024-02-08,2024-12-12,Proactive outreach needed
Hotels.com,220,Reengaged,2024-01-10,2024-12-12,Proactive outreach needed
Hotmail,224,In Progress,2024-01-12,2024-12-12,Proactive outreach needed
Hotwire.com,220,Closed-Lost,2024-01-27,2024-12-12,Proactive outreach needed
Hoveround,226,Cold,2024-03-14,2024-12-12,Proactive outreach needed
Hovis,219,Qualified,2024-02-10,2024-12-12,Proactive outreach needed
Hua Xia Bank,218,Warm ,2024-03-06,2024-12-12,Proactive outreach needed
Hublot,221,Referral,2024-02-18,2024-12-12,Proactive outreach needed
Huggies,237,Closed-Won,2024-01-31,2024-12-12,Proactive outreach needed
Hugo Boss,227,Referral,2024-02-23,2024-12-12,Proactive outreach needed
Hula-Hoop,219,New,2024-04-13,2024-12-12,Proactive outreach needed
Humana,226,Contacted,2024-01-19,2024-12-12,Proactive outreach needed
Hummer,223,Qualified,2024-04-17,2024-12-12,Proactive outreach needed
Hungry-Man,223,New,2024-03-30,2024-12-12,Proactive outreach needed
Hunter Douglas,222,Nurturing,2024-01-30,2024-12-12,Proactive outreach needed
Hunt's,218,Warm ,2024-01-19,2024-12-12,Proactive outreach needed
Hush Puppies,220,Negotiation,2024-01-27,2024-12-12,Proactive outreach needed
Husky Energy,220,Warm ,2024-02-16,2024-12-12,Proactive outreach needed
Hutchison Whampoa,218,Negotiation,2024-03-10,2024-12-12,Proactive outreach needed
Hy-Vee,224,Closed-Won,2024-03-02,2024-12-12,Proactive outreach needed
Hyatt,221,Nurturing,2024-03-08,2024-12-12,Proactive outreach needed
Hydroxycut,218,Negotiation,2024-04-28,2024-12-12,Proactive outreach needed
Hyflux,221,Proposal Sent,2024-01-09,2024-12-12,Proactive outreach needed
Hynix,221,Negotiation,2024-02-01,2024-12-12,Proactive outreach needed
Hypermarcas,218,Closed-Lost,2024-04-05,2024-12-12,Proactive outreach needed
HypoVereinsbank,219,New,2024-01-06,2024-12-12,Proactive outreach needed
Hyundai,218,New,2024-02-29,2024-12-12,Proactive outreach needed
I Can't Believe It's Not Butter,223,Reengaged,2024-01-26,2024-12-12,Proactive outreach needed
I Love Biscuits,218,Proposal Sent,2024-01-24,2024-12-12,Proactive outreach needed
IBENOX,218,Qualified,2024-04-28,2024-12-12,Proactive outreach needed
IBK,223,Reengaged,2024-02-25,2024-12-12,Proactive outreach needed
IBM,221,Closed-Won,2024-02-06,2024-12-12,Proactive outreach needed
ICBC,219,Closed-Lost,2024-04-05,2024-12-12,Proactive outreach needed
ICICI Bank,219,Closed-Lost,2024-04-16,2024-12-12,Proactive outreach needed
IFB,231,Nurturing,2024-02-15,2024-12-12,Proactive outreach needed
IHOP,241,Closed-Won,2024-04-27,2024-12-12,Proactive outreach needed
IKEA,223,Reengaged,2024-04-05,2024-12-12,Proactive outreach needed
IMAX,218,Referral,2024-02-29,2024-12-12,Proactive outreach needed
ING,224,Nurturing,2024-02-20,2024-12-12,Proactive outreach needed
IOOF Funds,220,On-hold,2024-02-20,2024-12-12,Proactive outreach needed
IOPE,219,In Progress,2024-01-31,2024-12-12,Proactive outreach needed
IT Company Pty Ltd.,218,Qualified,2024-03-15,2024-12-12,Proactive outreach needed
ITC,245,Contacted,2024-02-05,2024-12-12,Proactive outreach needed
ITT Technical Institute,220,Closed-Lost,2024-04-24,2024-12-12,Proactive outreach needed
IWC,224,Qualified,2024-04-28,2024-12-12,Proactive outreach needed
Iams,219,New,2024-02-21,2024-12-12,Proactive outreach needed
Iberia,224,Warm ,2024-01-29,2024-12-12,Proactive outreach needed
Ice Breakers,223,Nurturing,2024-01-01,2024-12-12,Proactive outreach needed
Iced VoVo,218,New,2024-01-13,2024-12-12,Proactive outreach needed
Icee,222,Disqualified,2024-03-11,2024-12-12,Proactive outreach needed
Ideal Bikes,219,Closed-Won,2024-03-17,2024-12-12,Proactive outreach needed
Igloo,220,Contacted,2024-04-29,2024-12-12,Proactive outreach needed
Illy,226,On-hold,2024-01-22,2024-12-12,Proactive outreach needed
Imodium,221,Closed-Won,2024-03-30,2024-12-12,Proactive outreach needed
Impala,221,Qualified,2024-02-28,2024-12-12,Proactive outreach needed
Imperial Oil,222,Closed-Won,2024-02-19,2024-12-12,Proactive outreach needed
Imtech,219,Contacted,2024-03-10,2024-12-12,Proactive outreach needed
In the News,218,Closed-Lost,2024-04-11,2024-12-12,Proactive outreach needed
In.gr,224,Negotiation,2024-01-24,2024-12-12,Proactive outreach needed
InStyle,219,Qualified,2024-01-29,2024-12-12,Proactive outreach needed
Inalca,222,Nurturing,2024-04-13,2024-12-12,Proactive outreach needed
Incat,220,New,2024-02-23,2024-12-12,Proactive outreach needed
Inco Rogers Communications Empire,223,On-hold,2024-03-17,2024-12-12,Proactive outreach needed
Indesit,221,Closed-Lost,2024-03-02,2024-12-12,Proactive outreach needed
Indian Oil Corporation,224,Nurturing,2024-03-15,2024-12-12,Proactive outreach needed
Industrial Bank,219,Qualified,2024-03-30,2024-12-12,Proactive outreach needed
Infiniti,219,Closed-Lost,2024-05-01,2024-12-12,Proactive outreach needed
Infosys,218,In Progress,2024-02-18,2024-12-12,Proactive outreach needed
Ingham,221,In Progress,2024-01-25,2024-12-12,Proactive outreach needed
Innocent,222,Closed-Lost,2024-02-29,2024-12-12,Proactive outreach needed
Inraero,218,Negotiation,2024-04-01,2024-12-12,Proactive outreach needed
Inspiration,220,Negotiation,2024-04-07,2024-12-12,Proactive outreach needed
Insurance Australia Group,224,Disqualified,2024-04-08,2024-12-12,Proactive outreach needed
Inter,220,Reengaged,2024-01-02,2024-12-12,Proactive outreach needed
Intergy Consulting,222,Contacted,2024-01-21,2024-12-12,Proactive outreach needed
IntermarchÃ©,219,Contacted,2024-01-02,2024-12-12,Proactive outreach needed
International Sports Clothing,220,Proposal Sent,2024-04-25,2024-12-12,Proactive outreach needed
Internode Systems,231,Qualified,2024-02-15,2024-12-12,Proactive outreach needed
Interpark,219,Closed-Lost,2024-03-09,2024-12-12,Proactive outreach needed
Intesa Sanpaolo,220,Qualified,2024-02-27,2024-12-12,Proactive outreach needed
Intracom,228,On-hold,2024-04-25,2024-12-12,Proactive outreach needed
Intralot,220,Nurturing,2024-02-26,2024-12-12,Proactive outreach needed
Intuition,229,Contacted,2024-02-15,2024-12-12,Proactive outreach needed
Invisalign,226,Closed-Won,2024-04-24,2024-12-12,Proactive outreach needed
Inxmail Australia Pty Limited,222,Negotiation,2024-02-14,2024-12-12,Proactive outreach needed
Iochpe-Maxion,225,Negotiation,2024-03-16,2024-12-12,Proactive outreach needed
Ion,218,On-hold,2024-03-05,2024-12-12,Proactive outreach needed
Irish Spring,218,In Progress,2024-04-19,2024-12-12,Proactive outreach needed
Isotoner,225,Contacted,2024-04-24,2024-12-12,Proactive outreach needed
Itaipava,218,Nurturing,2024-03-01,2024-12-12,Proactive outreach needed
Itautec,218,On-hold,2024-03-19,2024-12-12,Proactive outreach needed
ItaÃº Unibanco,220,Referral,2024-02-26,2024-12-12,Proactive outreach needed
ItaÃºsa,219,Negotiation,2024-01-25,2024-12-12,Proactive outreach needed
Iveco,221,Negotiation,2024-04-30,2024-12-12,Proactive outreach needed
Ivory,222,Qualified,2024-03-03,2024-12-12,Proactive outreach needed
J. Lindeberg,220,New,2024-03-04,2024-12-12,Proactive outreach needed
J.C. Penney,220,Proposal Sent,2024-03-10,2024-12-12,Proactive outreach needed
J.Crew,226,Contacted,2024-04-26,2024-12-12,Proactive outreach needed
J.P. Morgan,218,Disqualified,2024-03-30,2024-12-12,Proactive outreach needed
JBS S.A.,223,Cold,2024-02-29,2024-12-12,Proactive outreach needed
JLeutenegger Pty Ltd,219,Cold,2024-04-17,2024-12-12,Proactive outreach needed
JVC,218,Nurturing,2024-04-19,2024-12-12,Proactive outreach needed
Jaan Paan Liquer,224,In Progress,2024-02-28,2024-12-12,Proactive outreach needed
Jabra,222,Qualified,2024-01-29,2024-12-12,Proactive outreach needed
Jack Daniels,220,Cold,2024-04-02,2024-12-12,Proactive outreach needed
Jackson Hewitt,222,In Progress,2024-03-22,2024-12-12,Proactive outreach needed
Jacuzzi,219,Qualified,2024-04-05,2024-12-12,Proactive outreach needed
Jaeger-Le Coultre,218,New,2024-02-10,2024-12-12,Proactive outreach needed
Jaguar,218,Qualified,2024-03-02,2024-12-12,Proactive outreach needed
James Hardie,220,Closed-Won,2024-01-27,2024-12-12,Proactive outreach needed
Jameson,218,In Progress,2024-03-16,2024-12-12,Proactive outreach needed
Jardine Matheson Holdings,218,Contacted,2024-02-13,2024-12-12,Proactive outreach needed
Jared Galleria,224,Qualified,2024-01-09,2024-12-12,Proactive outreach needed
Jazzercise,220,Referral,2024-04-30,2024-12-12,Proactive outreach needed
Jeep,222,Referral,2024-01-19,2024-12-12,Proactive outreach needed
Jell-O,222,Disqualified,2024-01-20,2024-12-12,Proactive outreach needed
Jelly Belly,219,Cold,2024-01-26,2024-12-12,Proactive outreach needed
Jenn-Air,222,Closed-Lost,2024-04-18,2024-12-12,Proactive outreach needed
Jenny Craig,218,Closed-Won,2024-01-16,2024-12-12,Proactive outreach needed
Jeopardy!,231,Referral,2024-02-20,2024-12-12,Proactive outreach needed
Jergens,226,Negotiation,2024-01-28,2024-12-12,Proactive outreach needed
Jet,240,New,2024-02-16,2024-12-12,Proactive outreach needed
JetBlue,218,Contacted,2024-02-15,2024-12-12,Proactive outreach needed
Jetstar,227,Closed-Lost,2024-04-21,2024-12-12,Proactive outreach needed
Jetta,229,Disqualified,2024-04-22,2024-12-12,Proactive outreach needed
Jif,229,Negotiation,2024-03-05,2024-12-12,Proactive outreach needed
Jiffy,224,Disqualified,2024-01-05,2024-12-12,Proactive outreach needed
Jil,218,In Progress,2024-03-15,2024-12-12,Proactive outreach needed
Jim Beam,220,Negotiation,2024-02-22,2024-12-12,Proactive outreach needed
Jimmy Dean,226,New,2024-03-30,2024-12-12,Proactive outreach needed
JobStreet.com,222,Cold,2024-02-16,2024-12-12,Proactive outreach needed
Jockey,218,Nurturing,2024-05-01,2024-12-12,Proactive outreach needed
Joe's Crab Shack,221,Qualified,2024-02-25,2024-12-12,Proactive outreach needed
John Deere,220,New,2024-01-10,2024-12-12,Proactive outreach needed
John Fairfax Holdings,218,Reengaged,2024-01-06,2024-12-12,Proactive outreach needed
John Frida,224,Qualified,2024-02-04,2024-12-12,Proactive outreach needed
John Lewis,243,Cold,2024-01-13,2024-12-12,Proactive outreach needed
Johnnie Walker,218,Referral,2024-02-14,2024-12-12,Proactive outreach needed
